id,timestamp,risk,anomaly_types,category,context_type,owner_type,owner_name,owner_hash,owner_risk,target_type,target_name,target_hash,target_risk,observed,points
fbbc1dc360d1a9fe,1616698800,72,[272],Authentication,rare,user,shanna.massenburg.32881,8214fcc22a6f382,86,"","","",,{probability=95.8},
ffdd58455a35261b,1616698800,72,[272],Authentication,rare,user,sandra.poulin.06818,d2edcb0b1996db9f,57,"","","",,{probability=95.8},
1ce29544cd64d55c,1616698800,69,[275],Authentication,rare,user,judith.fox.39037,cd9b20e881a2512b,56,domain,AMS-DC-0207,956ab38985df7adf,100,{probability=91.8},
79d896535b8214b3,1616698800,69,[275],Authentication,rare,user,hailey.millet.23173,78725d9d008fca26,63,domain,AMS-DC-0426,f6070faa2adcd40c,100,{probability=91.8},
a0996e85e947f55c,1616698800,69,[275],Authentication,rare,user,hailey.millet.23173,78725d9d008fca26,63,domain,BKK-DC-0150,732c53a03cf0c11f,100,{probability=91.8},
e7a721308c48a476,1616698800,69,[275],Authentication,rare,user,katie.behrendt.27123,48e5083b8ea2b576,71,domain,IST-DC-0439,9c920eea97e8243,100,{probability=91.8},
fa19224a83297ea1,1616698800,69,[275],Authentication,rare,user,robin.kelly.03519,ecbe013b0942a440,67,domain,IST-DC-0253,7f9d264e4cb62488,100,{probability=91.8},
6c1baff174460e32,1616698800,69,[272],Authentication,rare,user,hailey.millet.23173,78725d9d008fca26,63,"","","",,{probability=91.8},
bd054e1e8ba53510,1616698800,69,[272],Authentication,rare,user,judith.fox.39037,cd9b20e881a2512b,56,"","","",,{probability=91.8},
d5bb49c093613e34,1616698800,69,[272],Authentication,rare,user,katie.behrendt.27123,48e5083b8ea2b576,71,"","","",,{probability=91.8},
1bd88df36bb8700,1616698800,64,[275],Authentication,rare,user,kyle.jaudon.32853,7ce22acc49e2efd5,58,domain,BKK-DC-0150,732c53a03cf0c11f,100,{probability=84.9},
44de14b03f35d979,1616698800,64,[275],Authentication,rare,user,bernice.barlow.26586,badf27d95bb5792d,50,domain,BCN-DC-0751,70dbc57b39d2b01e,100,{probability=84.9},
754be6d34ac5e7ef,1616698800,64,[275],Authentication,rare,user,larry.hinrichs.00145,6e6a8e901465ee42,51,domain,BCN-DC-0402,9bdce0828c6bfac1,88,{probability=84.9},
952d2f60393b3750,1616698800,64,[275],Authentication,rare,user,samatha.cola.12913,4c3e2470be58287a,50,domain,BKK-DC-0150,732c53a03cf0c11f,100,{probability=84.9},
963cb5bec75675c6,1616698800,64,[275],Authentication,rare,user,miranda.floyd.09567,215761fd57c1e755,66,domain,BKK-DC-0150,732c53a03cf0c11f,100,{probability=84.9},
8a2382dbb6c4a3e6,1616698800,64,[223],Authentication,volumetric,user,gustavo.pinto.29681,b8446707c3af7a54,86,"","","",,"{observed=2604.0, self_average=2598.7, self_second_highest=5276.7, org_average=2.3, org_second_highest=11019.3}",
cf895becdf501c9,1616698800,64,[223],Authentication,volumetric,user,deborah.hughes.15301,c173515e801f39bd,100,"","","",,"{observed=3157.0, self_average=3174.9, self_second_highest=6422.9, org_average=2.9, org_second_highest=2320.9}",
83ff57ccd8911646,1616698800,64,[223],Authentication,volumetric,user,james.davis.03612,eee1b14da5c45e8f,85,"","","",,"{observed=1069.0, self_average=1080.1, self_second_highest=2191.1, org_average=1.8, org_second_highest=1157.8}",
70d7c6a610c028c7,1616698800,64,[223],Authentication,volumetric,user,donald.prieto.34261,aac9b86e5bda3311,97,"","","",,"{observed=1267.0, self_average=1260.1, self_second_highest=2527.1, org_average=2.9, org_second_highest=2320.9}",
84c0f4015fc7b734,1616698800,64,[223],Authentication,volumetric,user,nicole.mccarthy.01526,a45dfc359a9e2939,100,"","","",,"{observed=1130.0, self_average=1261.1, self_second_highest=2391.1, org_average=2.9, org_second_highest=2320.9}",
263d57d940429e04,1616698800,64,[272],Authentication,rare,user,kyle.jaudon.32853,7ce22acc49e2efd5,58,"","","",,{probability=84.9},
457398e2190dea4d,1616698800,64,[272],Authentication,rare,user,larry.hinrichs.00145,6e6a8e901465ee42,51,"","","",,{probability=84.9},
a7ab4a8a9c26d95f,1616698800,64,[272],Authentication,rare,user,samatha.cola.12913,4c3e2470be58287a,50,"","","",,{probability=84.9},
bc77284b5d9210b1,1616698800,64,[272],Authentication,rare,user,miranda.floyd.09567,215761fd57c1e755,66,"","","",,{probability=84.9},
c632e53620c6944f,1616698800,64,[272],Authentication,rare,user,bernice.barlow.26586,badf27d95bb5792d,50,"","","",,{probability=84.9},
5648c4721cc7ceba,1616698800,64,[223],Authentication,volumetric,user,joseph.moreau.26144,f016a2725ad75f32,85,"","","",,"{observed=859.0, self_average=869.8, self_second_highest=1755.8, org_average=2.9, org_second_highest=2320.9}",
a908422b8488d388,1616698800,63,[223],Authentication,volumetric,user,kim.brucato.21507,97a30e9615bca1c9,85,"","","",,"{observed=452.0, self_average=489.9, self_second_highest=983.9, org_average=2.3, org_second_highest=11019.3}",
9efda1ce478607c,1616698800,63,[223],Authentication,volumetric,user,peter.swanson.35565,85b0901eb18b4cde,100,"","","",,"{observed=435.0, self_average=212.8, self_second_highest=439.8, org_average=3.0, org_second_highest=795.0}",
18ba3c56d85103eb,1616698800,63,[223],Authentication,volumetric,user,timmy.lipphardt.42631,23962489ce9f6083,72,"","","",,"{observed=328.0, self_average=318.7, self_second_highest=646.7, org_average=2.3, org_second_highest=11019.3}",
43c24c3e4a84a25b,1616698800,63,[223],Authentication,volumetric,user,minnie.buisson.39869,ffccfb65779d0120,88,"","","",,"{observed=319.0, self_average=325.6, self_second_highest=657.6, org_average=2.3, org_second_highest=11019.3}",
bececdd8f7f32815,1616698800,63,[223],Authentication,volumetric,user,susan.sanchez.12493,c95335b61236bdb1,74,"","","",,"{observed=394.0, self_average=457.4, self_second_highest=851.4, org_average=2.9, org_second_highest=2320.9}",
61264421ea3b5760,1616698800,63,[223],Authentication,volumetric,user,keith.tachauer.40129,19c07f7609759315,73,"","","",,"{observed=262.0, self_average=258.7, self_second_highest=536.7, org_average=2.3, org_second_highest=11019.3}",
541bd3b88062743f,1616698800,63,[223],Authentication,volumetric,user,thomas.brocklehurst.26277,fe7c52224df272d5,84,"","","",,"{observed=260.0, self_average=265.0, self_second_highest=525.0, org_average=2.3, org_second_highest=11019.3}",
6a455e8da6169e8,1616698800,63,[223],Authentication,volumetric,user,kathleen.hamrick.02653,80df4d0481fe237a,64,"","","",,"{observed=253.0, self_average=273.9, self_second_highest=563.9, org_average=2.3, org_second_highest=11019.3}",
e9997c0d77d495af,1616698800,63,[223],Authentication,volumetric,user,roslyn.meeks.33763,dfc1ae90f7407f43,100,"","","",,"{observed=252.0, self_average=262.1, self_second_highest=514.1, org_average=2.3, org_second_highest=11019.3}",
3751f1302782781c,1616698800,63,[223],Authentication,volumetric,user,terry.carlson.22331,73089f0887280c37,62,"","","",,"{observed=332.0, self_average=316.4, self_second_highest=648.4, org_average=3.0, org_second_highest=795.0}",
293e0a4106cf4645,1616698800,63,[223],Authentication,volumetric,user,candice.eastman.29683,89a6076b5f29b9d5,83,"","","",,"{observed=242.0, self_average=253.2, self_second_highest=508.2, org_average=2.3, org_second_highest=11019.3}",
214a237b77cf67f8,1616698800,63,[223],Authentication,volumetric,user,delphine.rose.19315,3898b167304cdce8,91,"","","",,"{observed=319.0, self_average=331.3, self_second_highest=670.3, org_average=3.0, org_second_highest=795.0}",
2231526b1d1341a9,1616698800,63,[223],Authentication,volumetric,user,donald.ripson.30257,cbd0005b2a116f30,71,"","","",,"{observed=240.0, self_average=251.6, self_second_highest=517.6, org_average=2.3, org_second_highest=11019.3}",
fb88e868ce4cc63a,1616698800,63,[223],Authentication,volumetric,user,william.ybarra.18859,3822a1027d7c4ced,100,"","","",,"{observed=304.0, self_average=341.3, self_second_highest=667.3, org_average=3.0, org_second_highest=795.0}",
fc0521dc7e1d43bb,1616698800,63,[223],Authentication,volumetric,user,jaimie.mccain.10719,f33fb72468a4181e,100,"","","",,"{observed=225.0, self_average=272.0, self_second_highest=708.0, org_average=2.3, org_second_highest=11019.3}",
1dbe6f2d6ec25378,1616698800,63,[223],Authentication,volumetric,user,karen.turner.01779,46b02c68d8477c7,85,"","","",,"{observed=218.0, self_average=220.4, self_second_highest=451.4, org_average=2.3, org_second_highest=11019.3}",
eb63dddab6a2d44c,1616698800,62,[223],Authentication,volumetric,user,kayla.woodson.13083,f9b0aab16f04fafe,65,"","","",,"{observed=206.0, self_average=254.5, self_second_highest=486.5, org_average=2.3, org_second_highest=11019.3}",
5d7009eec20b476c,1616698800,62,[223],Authentication,volumetric,user,deborah.ford.35412,5ba6d97ca1f4dc77,80,"","","",,"{observed=271.0, self_average=270.7, self_second_highest=557.7, org_average=3.0, org_second_highest=795.0}",
d213a562ed3d5097,1616698800,62,[223],Authentication,volumetric,user,emma.guertin.22254,566e502f9744902d,80,"","","",,"{observed=197.0, self_average=191.8, self_second_highest=392.8, org_average=2.3, org_second_highest=11019.3}",
4023e2dd022e82f4,1616698800,62,[223],Authentication,volumetric,user,lee.marsh.18590,1b6bb00bb7f780aa,70,"","","",,"{observed=185.0, self_average=185.0, self_second_highest=375.0, org_average=2.3, org_second_highest=11019.3}",
2e99acf1f01ce414,1616698800,62,[223],Authentication,volumetric,user,william.mills.37948,c1bbfb401f4a6a15,74,"","","",,"{observed=164.0, self_average=203.1, self_second_highest=413.1, org_average=2.3, org_second_highest=11019.3}",
39b59344c9a552fc,1616698800,62,[223],Authentication,volumetric,user,melissa.wallin.37061,adb1baab1317049d,71,"","","",,"{observed=160.0, self_average=170.9, self_second_highest=352.9, org_average=2.3, org_second_highest=11019.3}",
e4142da0ba3e47aa,1616698800,62,[223],Authentication,volumetric,user,karen.cabrera.05981,e31d58b38e0f91e5,52,"","","",,"{observed=158.0, self_average=163.7, self_second_highest=326.7, org_average=2.3, org_second_highest=11019.3}",
1d4348ed2f11795e,1616698800,62,[223],Authentication,volumetric,user,brad.spencer.35862,5ec22a46996ebac8,100,"","","",,"{observed=157.0, self_average=169.7, self_second_highest=326.7, org_average=2.3, org_second_highest=11019.3}",
74adfe069352ee42,1616698800,62,[223],Authentication,volumetric,user,wanda.carroll.15259,7885cd2311b97d97,64,"","","",,"{observed=149.0, self_average=147.8, self_second_highest=297.8, org_average=2.3, org_second_highest=11019.3}",
77381ff48e7d49ce,1616698800,62,[223],Authentication,volumetric,user,daniel.king.30826,46a4860e0d830ff1,69,"","","",,"{observed=149.0, self_average=162.0, self_second_highest=331.0, org_average=2.3, org_second_highest=11019.3}",
9d81f408b87c6d3e,1616698800,62,[223],Authentication,volumetric,user,nelson.fox.11066,85d39e05202d212b,65,"","","",,"{observed=149.0, self_average=155.5, self_second_highest=304.5, org_average=2.3, org_second_highest=11019.3}",
c4c68991392a6ac3,1616698800,62,[223],Authentication,volumetric,user,michael.mestler.07483,bae25201a4527ca8,69,"","","",,"{observed=191.0, self_average=99.1, self_second_highest=200.1, org_average=3.0, org_second_highest=795.0}",
59ee1f7456e3de09,1616698800,61,[223],Authentication,volumetric,user,judy.murphy.03973,2d965f2769997af1,70,"","","",,"{observed=121.0, self_average=131.4, self_second_highest=263.4, org_average=2.3, org_second_highest=11019.3}",
4a087b6c77ab7df4,1616698800,61,[223],Authentication,volumetric,user,tracey.olaughlin.23814,9cbf9f643c87a25b,72,"","","",,"{observed=120.0, self_average=116.5, self_second_highest=236.5, org_average=2.3, org_second_highest=11019.3}",
204dc2476cc9e272,1616698800,61,[223],Authentication,volumetric,user,monique.sutton.40162,f7a782cf782ec59c,68,"","","",,"{observed=117.0, self_average=129.0, self_second_highest=259.0, org_average=2.3, org_second_highest=11019.3}",
7692e3113d63a7fc,1616698800,61,"[605, 606]",Web Proxy,volumetric,user,gertrude.freudenburg.00966,ab6b134dee6c3dbf,100,website,joypopdream.com,6336e302dee2aaf5,100,"{observed=104429810.0, self_average=122635096.0, self_second_highest=335791260.0, org_average=6389.4, org_second_highest=1310780300.0}",
29575d644d29889f,1616698800,61,[223],Authentication,volumetric,user,george.staley.04479,80eee23c5a6148e2,55,"","","",,"{observed=114.0, self_average=113.4, self_second_highest=231.4, org_average=2.3, org_second_highest=11019.3}",
7353f1177208e482,1616698800,61,[223],Authentication,volumetric,user,ralph.glass.31311,5d4ea481d574579c,65,"","","",,"{observed=114.0, self_average=115.7, self_second_highest=235.7, org_average=2.3, org_second_highest=11019.3}",
f37b584c6291987d,1616698800,61,[223],Authentication,volumetric,user,etsuko.hayes.24812,5fbb5141a6a49444,65,"","","",,"{observed=112.0, self_average=113.0, self_second_highest=310.0, org_average=2.3, org_second_highest=11019.3}",
9e0027d8326b066,1616698800,61,[223],Authentication,volumetric,user,viola.will.06066,de8c6e4b8814bd19,60,"","","",,"{observed=111.0, self_average=118.1, self_second_highest=236.1, org_average=2.3, org_second_highest=11019.3}",
d09ecb1debb41fd6,1616698800,61,[223],Authentication,volumetric,user,david.bailey.34893,daa7a6839df27c55,56,"","","",,"{observed=109.0, self_average=106.9, self_second_highest=215.9, org_average=2.3, org_second_highest=11019.3}",
d94b10b1b48d55ca,1616698800,61,[223],Authentication,volumetric,user,sharon.lindner.25972,9fab8991aae309d7,61,"","","",,"{observed=143.0, self_average=154.4, self_second_highest=405.4, org_average=3.0, org_second_highest=795.0}",
d71fe1d196c37a60,1616698800,61,[223],Authentication,volumetric,user,henry.kowal.04538,d23ec9659cd71e28,58,"","","",,"{observed=142.0, self_average=149.4, self_second_highest=309.4, org_average=3.0, org_second_highest=795.0}",
862c482834fde8b9,1616698800,61,[223],Authentication,volumetric,user,tracey.couey.15190,cb8bca33ecc36b33,69,"","","",,"{observed=140.0, self_average=139.2, self_second_highest=286.2, org_average=3.0, org_second_highest=795.0}",
6fc290892b08658a,1616698800,61,[223],Authentication,volumetric,user,robin.kelly.03519,ecbe013b0942a440,67,"","","",,"{observed=97.0, self_average=100.4, self_second_highest=207.4, org_average=2.3, org_second_highest=11019.3}",
f034d658462800eb,1616698800,61,[223],Authentication,volumetric,user,martin.saxton.13604,ef1b6f9e127c3c22,63,"","","",,"{observed=97.0, self_average=88.4, self_second_highest=176.4, org_average=2.3, org_second_highest=11019.3}",
2607b0175a950fe2,1616698800,60,[223],Authentication,volumetric,user,joseph.mealer.24744,259016b34a0af4da,64,"","","",,"{observed=120.0, self_average=111.8, self_second_highest=231.8, org_average=2.9, org_second_highest=2320.9}",
4179c09d885b77b8,1616698800,60,[223],Authentication,volumetric,user,todd.boyes.36538,6564e07b0ab9d930,82,"","","",,"{observed=95.0, self_average=86.6, self_second_highest=181.6, org_average=2.3, org_second_highest=11019.3}",
6bd32f1c37bb99,1616698800,60,[223],Authentication,volumetric,user,karyn.hughes.21708,21c2558aca20ec0f,62,"","","",,"{observed=125.0, self_average=128.5, self_second_highest=253.5, org_average=3.0, org_second_highest=795.0}",
2e589a6710f5470b,1616698800,60,[223],Authentication,volumetric,user,verline.gosz.16910,76ffd6611db1200a,75,"","","",,"{observed=114.0, self_average=106.9, self_second_highest=221.9, org_average=2.9, org_second_highest=2320.9}",
dd17f45df10fbb22,1616698800,60,[223],Authentication,volumetric,user,earline.gray.37499,90b414036d025dd7,50,"","","",,"{observed=113.0, self_average=60.5, self_second_highest=124.5, org_average=2.9, org_second_highest=2320.9}",
f0ad1fb464850a5,1616698800,60,[223],Authentication,volumetric,user,vivian.parson.37389,1289b279d57d4ba1,53,"","","",,"{observed=87.0, self_average=93.3, self_second_highest=195.3, org_average=2.3, org_second_highest=11019.3}",
f2203be874021a95,1616698800,60,[223],Authentication,volumetric,user,aaron.hanson.02020,154c8486ea3061e7,64,"","","",,"{observed=84.0, self_average=82.0, self_second_highest=162.0, org_average=2.3, org_second_highest=11019.3}",
1bf0d67223c02454,1616698800,60,"[605, 606]",Web Proxy,volumetric,user,gertrude.freudenburg.00966,ab6b134dee6c3dbf,100,website,actionmap.biz,9efbb5ed904cebd2,100,"{observed=75025240.0, self_average=86793270.0, self_second_highest=238550690.0, org_average=6389.4, org_second_highest=1310780300.0}",
c4c0e85fef22fd86,1616698800,60,[223],Authentication,volumetric,user,lovella.pocai.16240,295f39ae3e3e625,62,"","","",,"{observed=83.0, self_average=73.2, self_second_highest=156.2, org_average=2.3, org_second_highest=11019.3}",
ea8550f52fc25ba,1616698800,60,[223],Authentication,volumetric,user,william.brock.23579,44b7b44c06293c22,67,"","","",,"{observed=82.0, self_average=82.3, self_second_highest=177.3, org_average=2.3, org_second_highest=11019.3}",
664773a834004ae7,1616698800,60,[223],Authentication,volumetric,user,frank.grey.29965,8dd52d0bd3ae0763,50,"","","",,"{observed=102.0, self_average=101.8, self_second_highest=205.8, org_average=3.0, org_second_highest=795.0}",
90a789f560e5cc01,1616698800,60,[223],Authentication,volumetric,user,sean.stiltner.33999,bf52c7ee3539c220,49,"","","",,"{observed=77.0, self_average=82.3, self_second_highest=167.3, org_average=2.3, org_second_highest=11019.3}",
947b0c83f52edc06,1616698800,60,[223],Authentication,volumetric,user,sean.white.08183,7f2286afe38ece27,58,"","","",,"{observed=101.0, self_average=92.2, self_second_highest=193.2, org_average=3.0, org_second_highest=795.0}",
25da1c7d24e44757,1616698800,60,[223],Authentication,volumetric,user,harry.mangano.12834,69b53e2eab0d9d35,44,"","","",,"{observed=76.0, self_average=75.4, self_second_highest=157.4, org_average=2.3, org_second_highest=11019.3}",
35c7b47947e0c1df,1616698800,59,[223],Authentication,volumetric,user,barbara.smith.12987,bf17c5479ad21bb4,87,"","","",,"{observed=75.0, self_average=67.9, self_second_highest=142.9, org_average=2.3, org_second_highest=11019.3}",
77c46f69a4fee71a,1616698800,59,[223],Authentication,volumetric,user,shari.johnson.28431,c5e9bcca4c577e0c,41,"","","",,"{observed=73.0, self_average=71.7, self_second_highest=144.7, org_average=2.3, org_second_highest=11019.3}",
bc2691e2201c5b53,1616698800,59,[223],Authentication,volumetric,user,marsha.huffman.39674,a8f6244a1577253a,55,"","","",,"{observed=95.0, self_average=55.1, self_second_highest=117.1, org_average=3.0, org_second_highest=795.0}",
6b172c0a796410ab,1616698800,59,[223],Authentication,volumetric,user,james.fahey.02717,150e3465454656b0,64,"","","",,"{observed=87.0, self_average=96.9, self_second_highest=199.9, org_average=2.9, org_second_highest=2320.9}",
aeb81e8b5481df44,1616698800,59,[223],Authentication,volumetric,user,jeffery.davis.02798,b4e339c58079286c,51,"","","",,"{observed=91.0, self_average=94.9, self_second_highest=196.9, org_average=3.0, org_second_highest=795.0}",
bb637a5560b67e4f,1616698800,59,[223],Authentication,volumetric,user,william.wilson.17464,af7a235b4064c81,37,"","","",,"{observed=91.0, self_average=80.8, self_second_highest=171.8, org_average=3.0, org_second_highest=795.0}",
a61bed9b80eb12ea,1616698800,59,[223],Authentication,volumetric,user,jesse.seneca.22677,f03ea9ee694c4059,54,"","","",,"{observed=86.0, self_average=91.4, self_second_highest=186.4, org_average=2.9, org_second_highest=2320.9}",
101385cd52514ea6,1616698800,59,[223],Authentication,volumetric,user,arthur.dennis.08292,29aff3adb492023c,57,"","","",,"{observed=68.0, self_average=67.3, self_second_highest=181.3, org_average=2.3, org_second_highest=11019.3}",
3d9d6373c55abeac,1616698800,59,[223],Authentication,volumetric,user,angela.stein.01538,16f867987f2b9231,54,"","","",,"{observed=68.0, self_average=80.4, self_second_highest=167.4, org_average=2.3, org_second_highest=11019.3}",
c9b459fe07b4ff1f,1616698800,59,[223],Authentication,volumetric,user,pamela.abron.34351,71fe3cc94074921e,48,"","","",,"{observed=85.0, self_average=77.9, self_second_highest=162.9, org_average=2.9, org_second_highest=2320.9}",
68760319528ee2da,1616698800,59,[223],Authentication,volumetric,user,bridgette.cheeks.08636,80462307a78764d1,53,"","","",,"{observed=67.0, self_average=63.8, self_second_highest=132.8, org_average=2.3, org_second_highest=11019.3}",
cda39b4e2ae10456,1616698800,59,[223],Authentication,volumetric,user,theron.dupuis.00189,25211c5e956ec928,69,"","","",,"{observed=51.0, self_average=62.9, self_second_highest=129.9, org_average=1.8, org_second_highest=1157.8}",
6bd754869579ab0e,1616698800,59,[223],Authentication,volumetric,user,lakisha.kirby.00620,afb7ffa7845bb760,49,"","","",,"{observed=86.0, self_average=88.4, self_second_highest=182.4, org_average=3.0, org_second_highest=795.0}",
1668bb65bb88d2b6,1616698800,58,[223],Authentication,volumetric,user,gilberto.nazario.21339,889ea5822ce334c7,59,"","","",,"{observed=84.0, self_average=75.8, self_second_highest=159.8, org_average=3.0, org_second_highest=795.0}",
c9e45638fc5de6bc,1616698800,58,[223],Authentication,volumetric,user,carla.brady.15212,ea70c6a39625f136,59,"","","",,"{observed=61.0, self_average=44.8, self_second_highest=90.8, org_average=2.3, org_second_highest=11019.3}",
d914083993ba24d3,1616698800,58,[223],Authentication,volumetric,user,susan.robert.03742,9e44a28043a27f18,42,"","","",,"{observed=76.0, self_average=66.4, self_second_highest=124.4, org_average=2.9, org_second_highest=2320.9}",
1d5b5d178d492961,1616698800,58,[223],Authentication,volumetric,user,shawn.pettner.01652,ff34b43f8c438012,51,"","","",,"{observed=75.0, self_average=78.0, self_second_highest=157.0, org_average=2.9, org_second_highest=2320.9}",
79395b985f4169ce,1616698800,58,[223],Authentication,volumetric,user,kevin.muncy.41715,3c789511c115e5a2,54,"","","",,"{observed=77.0, self_average=66.1, self_second_highest=143.1, org_average=3.0, org_second_highest=795.0}",
4ca96c00dae8120,1616698800,58,[223],Authentication,volumetric,user,john.martinez.34259,6e184943a05d4ecc,55,"","","",,"{observed=58.0, self_average=44.4, self_second_highest=102.4, org_average=2.3, org_second_highest=11019.3}",
88c521cf2be92b5d,1616698800,58,[223],Authentication,volumetric,user,donald.foreman.00631,53b9a837cf8622b0,71,"","","",,"{observed=58.0, self_average=61.2, self_second_highest=134.2, org_average=2.3, org_second_highest=11019.3}",
a01a87d225128eb2,1616698800,57,[223],Authentication,volumetric,user,michelle.capehart.17619,e30f957a7c832b1,77,"","","",,"{observed=56.0, self_average=56.0, self_second_highest=112.0, org_average=2.3, org_second_highest=11019.3}",
426310c77ab9f9b3,1616698800,57,[223],Authentication,volumetric,user,margaret.nguyen.22405,9077d72612eb19e9,43,"","","",,"{observed=54.0, self_average=56.1, self_second_highest=110.1, org_average=2.3, org_second_highest=11019.3}",
7e0ba37746fa0335,1616698800,56,[223],Authentication,volumetric,user,micheal.bee.23919,777052f0cbd06dca,37,"","","",,"{observed=67.0, self_average=60.1, self_second_highest=126.1, org_average=2.9, org_second_highest=2320.9}",
d16af84d2b522385,1616698800,56,[223],Authentication,volumetric,user,linda.dallas.05168,a42e50d57fc620e5,63,"","","",,"{observed=70.0, self_average=59.1, self_second_highest=127.1, org_average=3.0, org_second_highest=795.0}",
9e4d73f2909aaff6,1616698800,56,[223],Authentication,volumetric,user,peter.blocker.38080,e91b45a5b56fa3cd,54,"","","",,"{observed=68.0, self_average=60.1, self_second_highest=126.1, org_average=3.0, org_second_highest=795.0}",
41f1740359ec7a09,1616698800,56,[275],Authentication,rare,user,teresa.yamasaki.27384,8e61ad7db1a649eb,57,domain,IST-DC-0461,7db1f6dd58c6c254,100,{probability=73.5},
b406180be6a54fa3,1616698800,56,[223],Authentication,volumetric,user,jennifer.coats.03976,9f0384ba2aff054e,56,"","","",,"{observed=51.0, self_average=50.7, self_second_highest=104.7, org_average=2.3, org_second_highest=11019.3}",
f93d12f9098c27ce,1616698800,56,[223],Authentication,volumetric,user,john.riley.21428,911880fcb4a9f675,52,"","","",,"{observed=51.0, self_average=45.8, self_second_highest=96.8, org_average=2.3, org_second_highest=11019.3}",
18eaeb20fe275ab,1616698800,55,[223],Authentication,volumetric,user,charles.ahearn.15497,225c4df647a3bbad,46,"","","",,"{observed=67.0, self_average=65.5, self_second_highest=129.5, org_average=3.0, org_second_highest=795.0}",
e960854a7b017d16,1616698800,55,[272],Authentication,rare,user,teresa.yamasaki.27384,8e61ad7db1a649eb,57,"","","",,{probability=73.5},
bf90168e3df9416b,1616698800,55,[223],Authentication,volumetric,user,frank.haines.17113,23f14eb9b66ad2b8,53,"","","",,"{observed=66.0, self_average=65.1, self_second_highest=144.1, org_average=3.0, org_second_highest=795.0}",
ccc2e6a99befdd7c,1616698800,55,[223],Authentication,volumetric,user,gerald.weatherholt.11993,60147ca168865564,85,"","","",,"{observed=62.0, self_average=39.2, self_second_highest=74.2, org_average=2.9, org_second_highest=2320.9}",
31924ea6a913c4ad,1616698800,55,[223],Authentication,volumetric,user,lowell.ware.02136,d474cd6c8ba74a9a,41,"","","",,"{observed=49.0, self_average=47.5, self_second_highest=97.5, org_average=2.3, org_second_highest=11019.3}",
3a161408fe22d30b,1616698800,55,[223],Authentication,volumetric,user,john.mendez.11531,a5ddea21f71699aa,46,"","","",,"{observed=49.0, self_average=50.8, self_second_highest=108.8, org_average=2.3, org_second_highest=11019.3}",
75acf61cbf582a6a,1616698800,54,[223],Authentication,volumetric,user,eddie.shannon.01467,fafa7a81518c9fa7,35,"","","",,"{observed=38.0, self_average=17.6, self_second_highest=33.6, org_average=1.8, org_second_highest=77.8}",
87e4dfc2d7b2b78c,1616698800,54,[223],Authentication,volumetric,user,william.locklear.01116,e21a2ba931e88a36,45,"","","",,"{observed=48.0, self_average=47.8, self_second_highest=96.8, org_average=2.3, org_second_highest=11019.3}",
fc5d56e21d51873e,1616698800,54,[223],Authentication,volumetric,user,robbi.guerra.35427,3bb23a4ff350ec32,52,"","","",,"{observed=48.0, self_average=53.8, self_second_highest=115.8, org_average=2.3, org_second_highest=11019.3}",
2976c5941f689225,1616698800,53,[223],Authentication,volumetric,user,judy.zampieri.23217,45116f1c3ae4061e,36,"","","",,"{observed=59.0, self_average=61.7, self_second_highest=123.7, org_average=2.9, org_second_highest=2320.9}",
23d8202b05a3728c,1616698800,52,[223],Authentication,volumetric,user,carol.story.18618,a35b407b216904ec,39,"","","",,"{observed=46.0, self_average=48.2, self_second_highest=100.2, org_average=2.3, org_second_highest=11019.3}",
46ed5b0d9d4af191,1616698800,52,[223],Authentication,volumetric,user,skye.johnston.41352,ba60297e9e537e86,52,"","","",,"{observed=57.0, self_average=51.5, self_second_highest=108.5, org_average=2.9, org_second_highest=2320.9}",
8fbc975268eef0e8,1616698800,51,[223],Authentication,volumetric,user,ronald.quiroz.39920,168603fdd903c54a,68,"","","",,"{observed=59.0, self_average=53.6, self_second_highest=112.6, org_average=3.0, org_second_highest=795.0}",
e1384cbf179e396c,1616698800,51,[223],Authentication,volumetric,user,dennis.thomas.23445,73f4799ecb20c9ee,43,"","","",,"{observed=44.0, self_average=42.0, self_second_highest=82.0, org_average=2.3, org_second_highest=11019.3}",
c19ebe2b93db42e6,1616698800,51,[223],Authentication,volumetric,user,bridgette.burchette.12697,2e5cc187f040026,50,"","","",,"{observed=58.0, self_average=65.3, self_second_highest=131.3, org_average=3.0, org_second_highest=795.0}",
f3b0ccf2430eccc0,1616698800,50,[223],Authentication,volumetric,user,john.russell.41316,c57ce0684c1c61a1,44,"","","",,"{observed=55.0, self_average=58.9, self_second_highest=113.9, org_average=2.9, org_second_highest=2320.9}",
6d8c454f6e8f4b33,1616698800,50,[273],Authentication,rare,user,michelle.martin.42518,2a21c62aaab895fe,26,"","","",,{probability=100.0},
eb09dbdc458a3914,1616698800,50,[273],Authentication,rare,user,kathy.baker.06206,a40649a375ec8d4f,70,"","","",,{probability=100.0},
35a5a9c008edd388,1616698800,50,[273],Authentication,rare,user,benito.beebee.19886,a69de6b26aba45a9,48,"","","",,{probability=100.0},
1991dc71d86b53b0,1616698800,50,[273],Authentication,rare,user,laurie.varrone.13575,acd64c304201a028,24,"","","",,{probability=100.0},
22ae33e24e5a87c2,1616698800,50,[273],Authentication,rare,user,daniel.becker.11927,20a2aa38fc3ab94a,24,"","","",,{probability=100.0},
